date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-04-04,10.5,8,13.7,7.2,0,214,13.3,37.8,1005.1,
2024-04-05,12.5,9.2,16.2,3.5,0,214,14.5,45.7,1009,
2024-04-06,16.7,10.2,23.4,0,0,184,10.5,35.3,1012.4,
2024-04-07,18.5,13.2,22.8,2.7,0,204,11,37.8,1012.6,
2024-04-08,16.1,11.4,22.5,0,0,58,6.3,23.8,1010.3,
2024-04-09,14,9.7,19.8,0.6,0,201,10,60.5,1008,
2024-04-10,11,6.8,15.6,0.1,0,247,14.1,42.1,1023.5,
2024-04-11,11.4,6.3,15.6,0.3,0,211,12.2,34.2,1029.8,
2024-04-12,14.5,10.3,18.7,0,0,241,12.6,38.5,1028.3,
2024-04-13,16.5,10.3,21.6,0,0,233,12.3,40,1022,
2024-04-14,12.2,6.3,17,0,0,279,17.4,50.4,1017.4,
2024-04-15,8.3,3.9,13.7,1.8,0,209,10.3,58,1006.2,
2024-04-16,6.3,3.2,10.8,2.3,0,273,13.7,50.4,999.8,
2024-04-17,6.9,2.3,13.5,0.2,0,309,7.1,41,1008.4,
2024-04-18,6.1,0,13.6,3.4,0,288,7.1,52.2,1015.3,
2024-04-19,6.6,3.9,11.3,7.2,0,253,15.9,54,1004.7,
2024-04-20,4.7,1.4,8.1,1.1,0,0,10.4,50,1015.4,
2024-04-21,4.3,-0.3,11.2,1,0,61,9.4,45.7,1023.7,
2024-04-22,3.4,-1.4,10.1,0,0,15,5.8,32.4,1025,
2024-04-23,4.5,-1.8,10.1,1.8,0,245,5.6,27,1019.2,
2024-04-24,4.9,2.4,9.6,4.3,0,191,7.8,28.8,1005.9,
2024-04-25,5.4,3.5,11.2,4,0,257,5.6,43.9,1003.9,
2024-04-26,6,3.5,9.9,6.9,0,175,10,28.4,1005,
2024-04-27,12.3,3.5,19.8,0,0,145,8.9,29.9,1009.3,
2024-04-28,15.9,9.6,22.5,0,0,160,12.7,34.2,1010.5,
2024-04-29,14.8,8.2,20.9,0,0,176,8.1,26.3,1020.9,
2024-04-30,17.7,9.7,25.7,0,0,89,8.9,27,1018.1,
2024-05-01,19.5,10.8,26.2,0,,89,11.7,38.9,1010,
2024-05-02,19.7,12.7,26.5,0,,94,14.3,42.1,1003.8,
2024-05-03,16.7,12,22.1,0,,170,12.6,49,1007.7,
2024-05-04,14.7,10.3,18.8,2.7,,229,6.4,31,1015.2,
2024-05-05,12.4,8.5,16.8,0.8,,203,14,45.4,1007.8,
2024-05-06,12.7,5.7,19.2,0,,300,8.2,27.7,1009.4,
2024-05-07,11.9,6.1,17.2,0,,63,7.6,27.4,1018.2,
2024-05-08,11.6,3.9,18.5,0,,38,7.4,26.3,1025.9,
2024-05-09,13.7,4.8,21.1,0,,276,5.2,25.9,1026.6,
2024-05-10,15.4,9.3,21.9,0,,301,6.3,29.5,1024,
2024-05-11,14.8,10.1,20.6,0,,13,7.9,32.8,1023.9,
2024-05-12,15.1,9.1,21.7,0,,92,10.5,33.5,1022,
2024-05-13,17.8,9.4,25.6,0,,116,13,38.9,1015.9,
2024-05-14,19,10.9,26.3,0,,112,13.6,40,1012,
2024-05-15,20,12.1,26.3,0,,104,16.3,48.6,1010.5,
2024-05-16,20.5,14,27,0,,110,18.4,55.1,1008.7,
2024-05-17,19.8,13.5,26.3,0,,91,15,46.4,1009.2,
2024-05-18,16.4,11.3,23.5,0.1,,79,8,29.2,1010.3,
2024-05-19,15.4,11.3,20.7,0.6,,26,5.2,29.9,1009.7,
2024-05-20,14.8,10.7,24,16.1,,65,7,40.7,1011.2,
2024-05-21,18.3,11.7,24.7,1.6,,71,14,40.3,1010.8,
2024-05-22,16,14.4,20,16.8,,262,13.1,39.2,1007.4,
2024-05-23,17.1,11.7,23.1,0,,260,8.6,32.4,1013.3,
2024-05-24,17.3,10.2,23.7,9.2,,57,9,37.4,1018.4,
2024-05-25,16.2,12.6,21.7,6.7,,66,5.2,31,1017,
2024-05-26,18.7,13.7,25.5,0.9,,87,6.3,47.2,1016.7,
2024-05-27,17.2,13.3,23.6,15,,259,7.3,24.1,1015.8,
2024-05-28,14.1,10.9,18.9,0.6,,227,9.6,40.7,1015.3,
2024-05-29,14.2,10.9,18.6,7.6,,167,10,31.3,1010.6,
2024-05-30,14.7,9.3,21.2,30.6,,78,4.1,19.8,1006.4,
2024-05-31,15.9,13.9,20.2,2.9,,313,8.1,28.8,1007.6,
2024-06-01,18.5,12.7,24.5,0,,357,9.8,33.5,1012.7,
2024-06-02,16.3,12.7,19,0,,305,14,41.8,1016.7,
2024-06-03,14.6,11.8,19.4,0.1,,284,11.7,36.4,1017.4,
2024-06-04,15.2,12.7,18.3,0.8,,224,7.3,24.5,1013.6,
2024-06-05,14.7,8.1,19.2,0.7,,245,11.5,43.2,1009.8,
2024-06-06,13,6.7,20.5,0,,253,7.6,37.1,1016.2,
2024-06-07,14,7.4,20.6,0,,245,6.5,57.6,1017.4,
2024-06-08,15.1,9.4,22.7,0.3,,215,10.3,52.6,1011.1,
2024-06-09,12.7,8.1,17.6,0,,253,13.4,47.9,1008.2,
2024-06-10,11.7,7.9,15.8,9.5,,211,8.4,31,1005.8,
2024-06-11,10.9,8.3,14.3,6,,255,14.5,54,1008.4,
2024-06-12,11.1,8,17.3,2.5,,249,10.8,38.2,1015.7,
2024-06-13,11.7,6.5,17.2,0,,231,8.4,26.6,1016.9,
2024-06-14,15.7,11,22.3,0.3,,152,10.8,32.8,1010.3,
2024-06-15,15,11.5,20.1,5.8,,179,13.8,50,1004.2,
2024-06-16,15.8,10.8,21.7,0.1,,175,9.5,44.3,1008,
2024-06-17,17,11.7,23.7,0,,194,6.1,29.2,1011.2,
2024-06-18,16.6,11.5,22.7,11.9,,284,4.5,29.9,1014.2,
2024-06-19,15.3,9.8,21.1,0,,323,10,34.2,1016.4,
2024-06-20,15.5,7.7,21.8,0,,223,4.7,21.6,1021.6,
2024-06-21,19.6,15.8,25.5,2.1,,93,8.2,41.4,1012.4,
2024-06-22,18,13.7,23.1,0,,259,14.2,42.5,1009.8,
2024-06-23,16.9,11.9,23.1,0,,287,11.2,34.6,1017.5,
2024-06-24,18.1,10.3,24.4,0,,283,4.8,21.6,1020.4,
2024-06-25,21.1,13.3,27.9,0,,99,7.6,29.2,1018.1,
2024-06-26,22.9,15.2,29.7,0,,85,9.3,29.2,1013.3,
2024-06-27,23.3,18.3,32.4,0.3,,120,9.6,60.1,1008.4,
2024-06-28,20.5,13.3,25.4,0,,241,12,42.1,1012,
2024-06-29,20.2,11.7,27.3,22.7,,94,6.8,29.9,1015.2,
2024-06-30,17.6,13.9,21.1,4.8,,324,11.9,34.2,1005.4,
2024-07-01,14.4,11.8,18,9.1,,255,8,37.8,1011.3,
2024-07-02,14.2,11.9,18.7,2.1,,253,11,29.2,1010.9,
2024-07-03,13.8,11.1,17.6,0.5,,249,11.8,45.4,1008.2,
2024-07-04,14.3,10.3,20.3,2.7,,228,12.7,41.8,1005.1,
2024-07-05,14.6,9.4,19.4,0,,217,13.9,49.3,1008.5,
2024-07-06,19.5,13.3,26.4,0,,192,16.5,56.9,1002.4,
2024-07-07,16.5,11.3,21.8,0.3,,230,12.3,42.5,1011.1,
2024-07-08,17.9,11.4,24.3,0,,229,7.2,31.3,1016.9,
2024-07-09,22.8,16.1,30.1,0,,100,9.5,29.2,1017,
2024-07-10,21.8,17.7,25.8,18.2,,218,8.7,28.8,1013.7,
2024-07-11,19.9,14.5,25.2,0,,273,7.4,27.4,1016,
2024-07-12,17.8,12.8,22.5,3,,51,12.5,52.2,1011.3,
2024-07-13,15.6,12.3,18.9,0.1,,227,14.1,44.6,1010.1,
2024-07-14,17.3,11.3,23.7,0,,205,9,32.8,1012.5,
2024-07-15,19.5,12.5,25.9,3.4,,199,6.4,29.5,1012.5,
2024-07-16,19.7,14.6,25.9,2,,202,10.3,47.5,1009.7,
2024-07-17,17,12.7,21.5,3.2,,243,12.8,41.8,1017.1,
2024-07-18,18.5,11.4,25.5,0,,244,4.2,19.1,1023.2,
2024-07-19,21,13.7,27.6,0,,88,4.4,25.6,1020.5,
2024-07-20,22.9,15.3,29.6,0,,105,9,29.2,1012.7,
2024-07-21,22.5,17.2,30.8,5.2,,140,9.2,71.6,1007.3,
2024-07-22,18.9,15.4,23.1,0.3,,279,11.5,42.1,1013.1,
2024-07-23,18.9,14.9,24.5,0.3,,210,8.6,34.2,1015.6,
2024-07-24,17.2,10.4,22.4,0,,298,13.3,37.1,1017,
2024-07-25,16.8,9.5,23.8,1.6,,233,4.9,24.1,1015.6,
2024-07-26,17.8,14.4,23.7,7.6,,183,8.3,34.2,1010.5,
2024-07-27,17.6,14.4,23,7.4,,34,5.1,19.1,1014.1,
2024-07-28,17.5,11.9,22.4,1.5,,283,10.4,38.5,1020.6,
2024-07-29,17.6,10.7,24.7,0,,300,5.8,26.6,1024.7,
2024-07-30,20.8,11.6,28.9,0,,172,6.4,25.6,1018.5,
2024-07-31,20.9,14.6,27.3,0,,16,7.3,28.8,1014.8,
2024-08-01,19.9,13.6,26.5,2.1,,7,6.9,32.4,1012.8,
2024-08-02,17.5,13.5,21.4,0.2,,357,8,24.1,1011.8,
2024-08-03,19,12,27.1,3.5,,224,4.4,36,1010.7,
2024-08-04,17.9,11.7,22.9,0,,268,10.3,43.2,1011.3,
2024-08-05,17.8,11.5,24.4,0,,250,5.8,24.1,1015,
2024-08-06,20.8,13,28.1,0,,142,7.8,28.1,1012.8,
2024-08-07,21.1,15.4,29.2,0.3,,163,10.2,49,1010.4,
2024-08-08,18.7,13.3,25.4,0,,246,7.7,29.9,1014.9,
2024-08-09,18.2,13.8,22.5,2,,204,12.3,40,1013.4,
2024-08-10,19.1,12.2,25.8,0,,245,10,38.9,1017.8,
2024-08-11,18.8,12.6,26,0,,296,9.1,31.3,1021.1,
2024-08-12,19.1,10.6,27.5,0,,73,6,24.8,1016.8,
2024-08-13,23.6,14.8,32,0,,120,12.7,36,1011.8,
2024-08-14,22,18.1,28,0.1,,140,7.9,28.8,1010.8,
2024-08-15,20.7,17.8,25.5,0,,241,6.4,28.4,1014.4,
2024-08-16,20.4,16.8,25.6,2.1,,229,9.4,39.6,1014.2,
2024-08-17,18.1,14.9,20,0.1,,339,6.1,22.7,1013,
2024-08-18,15.9,12,18.3,1.9,,30,4.9,16.2,1011.5,
2024-08-19,16.6,11.5,23,0,,258,4.6,22.3,1017,
2024-08-20,19.1,11.9,26.1,1,,158,8.3,30.2,1013.2,
2024-08-21,16.8,13.2,21.5,0.5,,248,13.8,54.4,1011.3,
2024-08-22,17.5,12.5,22.3,0,,206,10.9,39.6,1011.6,
2024-08-23,20.3,15.1,27,2.3,,216,16,54.4,1006.9,
2024-08-24,22.6,14.7,30.4,3.3,,169,12.4,41.4,1009,
2024-08-25,17.5,11.6,22.1,0,,244,16.1,52.9,1014.9,
2024-08-26,16.4,10.3,24.3,0,,206,7.5,32,1021.7,
2024-08-27,18.6,10.8,26.5,0,,,,,,
2024-08-28,21.5,12.8,29.8,0,,,,,,
2024-08-29,24.6,17.6,33,3.1,,,,,,
2024-08-30,16.9,12.3,18.9,0.1,,,,,,
2024-08-31,16.2,10.1,22.7,0,,,,,,
2024-09-01,18.4,12,25.3,0,,,,,,
2024-09-02,18.9,12.1,26.2,0,,,,,,
2024-09-03,22,15.2,29.7,0,,,,,,
2024-09-04,23.3,17.2,31.3,0,,,,,,
2024-09-05,24.4,18.5,32.6,0,,80,16,56.9,1014.3,
2024-09-06,22.9,17.7,30.5,0,,87,14.8,44.6,1014.7,
2024-09-07,22.7,15.8,31,0,,116,7.2,24.5,1013.2,
2024-09-08,22.2,16.9,29.6,28.1,,174,8.8,33.5,1008.3,
2024-09-09,17,15.1,20.9,3,,279,8.5,36,1002.5,
2024-09-10,14.9,11.7,18.7,9.9,,235,15.2,39.2,1006.2,
2024-09-11,11.1,6.4,15.8,5.1,,229,13,49,1002.2,
2024-09-12,9.4,5.3,15.3,0,,223,7,26.3,1011.1,
2024-09-13,10.2,4.9,16.5,0,,316,9.3,35.6,1020.1,
2024-09-14,10.7,5.5,17.2,0,,329,13.2,42.8,1026.8,
2024-09-15,11.2,5.5,18.5,0,,331,9.2,33.1,1025.4,
2024-09-16,12.7,7.1,17.7,0,,334,7.6,32.4,1023.6,
2024-09-17,15.5,12.7,20.1,0,,17,11.3,30.6,1028.1,
2024-09-18,16.1,13.6,21.4,0,,43,9.9,27.4,1030.1,
2024-09-19,17.2,14.2,22.4,0,,55,10.8,31.7,1027.8,
2024-09-20,16.8,13.1,23.4,0,,80,12,38.2,1026.1,
2024-09-21,15.7,9.3,23.7,0,,92,8.7,25.6,1023.2,
2024-09-22,15.7,8.4,24.4,0,,105,5.6,21.2,1017.1,
2024-09-23,15.8,8.6,23,1.7,,154,4.2,18.4,1009.3,
2024-09-24,14.7,12,17,4,,197,6.6,20.9,1003.5,
2024-09-25,14,12.2,16.9,4.9,,207,12.5,38.9,1003,
2024-09-26,15.1,12.8,18.8,3.9,,179,14.4,41.8,993.1,
2024-09-27,13.9,10.9,18.2,2.3,,218,23.4,65.9,993.6,
2024-09-28,9.8,5.9,14.4,0.8,,267,13.5,55.1,1012,
2024-09-29,8.9,5.4,14.9,0,,227,5.6,21.6,1026.6,
2024-09-30,10.4,5.6,15.5,11.6,,117,17,48.2,1019.6,
2024-10-01,9.7,8.3,12,10.9,0,114,14.7,45,1009.7,
2024-10-02,9.7,8.3,12.5,0.1,0,45,12,35.6,1012,
2024-10-03,9.9,7.5,12.8,0,0,357,9.5,29.9,1018.2,
2024-10-04,8.8,4.5,15.3,0,0,6,7,24.8,1021.2,
2024-10-05,7.9,1.8,14.8,0,0,52,3.6,18.4,1020.8,
2024-10-06,8.5,4.9,14.3,0.3,0,119,7.7,29.5,1013.3,
2024-10-07,11.1,6,18.7,1.8,0,159,11.2,31,1004.9,
2024-10-08,14.8,11,20,0.4,0,161,10,31,1001,
2024-10-09,13.5,11.3,15.9,27.9,0,170,10.9,32.4,994.3,
2024-10-10,11.7,6.1,14.7,2.8,0,244,14.2,54.4,990.7,
2024-10-11,8,4.2,13.2,0.2,0,245,9.4,43.9,1012.9,
2024-10-12,7.6,2.6,12.6,3.7,0,151,11.1,36.4,1015.2,
2024-10-13,9.1,6.9,12.5,1.7,0,242,20.2,58.7,1006.7,
2024-10-14,8.5,6.1,12,0,0,267,8.6,37.8,1017.9,
2024-10-15,7.1,2.9,12.6,0,0,134,5.3,26.3,1024,
2024-10-16,9.1,4.2,14.8,0,0,123,18.2,46.4,1020.3,
2024-10-17,11.8,8.3,15.7,0,0,143,14.7,41.4,1014.7,
2024-10-18,12.2,9.4,17.3,0,0,109,5.2,19.4,1015.4,
2024-10-19,13.1,9.1,16.6,0,0,161,8.7,34.2,1015.2,
2024-10-20,14.2,10,18.6,0.4,0,170,10.5,34.6,1019.9,
2024-10-21,14.7,11.4,16.6,5.8,0,209,11,31.3,1021.7,
2024-10-22,11.8,7.8,15.3,0,0,237,10,40,1024.8,
2024-10-23,9.4,5.6,15,0,0,212,5.9,18.4,1034.2,
2024-10-24,9,3.8,15.2,0,0,128,8.2,27.4,1029.9,
2024-10-25,11.7,7.1,18.2,0,0,160,7.8,24.8,1020.6,
2024-10-26,11.8,6.7,18.7,0,0,141,6.4,20.2,1019.8,
2024-10-27,11.6,8.2,15.2,0.2,0,216,8.9,29.9,1019,
2024-10-28,11,7.4,14.2,0.7,0,211,9.7,33.5,1022.5,
2024-10-29,13,12.2,14.3,0.5,0,234,10.1,25.2,1023.3,
2024-10-30,12.3,9,14.7,0,0,275,9.8,27.4,1026.2,
2024-10-31,11.2,8,12.6,0,0,250,11.6,36,1026.2,
2024-11-01,11.5,10.3,12,0.4,0,264,16.8,37.4,1021.5,
2024-11-02,6,0.2,10.2,0,0,3,6.9,38.5,1030.9,
2024-11-03,4.5,-0.7,10.6,0,0,216,4.4,17.6,1031.4,
2024-11-04,8.6,7.7,10,0,0,185,4.6,19.1,1030.6,
2024-11-05,7.2,5.9,8,0,0,129,7.1,20.5,1027,
2024-11-06,5.4,4.6,6,0.2,0,35,3.3,14,1030.5,
2024-11-07,5.1,4.4,6,0.3,0,95,3.8,12.2,1035.2,
2024-11-08,5.2,4.8,5.7,0,0,107,10.2,30.6,1032.7,
2024-11-09,4.9,4.1,5.7,0,0,121,7.8,23,1028.6,
2024-11-10,4.4,3.8,5.1,0.2,0,157,4.7,18.4,1028.1,
2024-11-11,6.9,4.8,8,6.6,0,156,7.8,22,1026.4,
2024-11-12,6.9,5.8,8.6,0,0,62,5.5,20.2,1032.9,
2024-11-13,6.7,5.5,8.2,5.3,0,255,5.8,18,1029.9,
2024-11-14,8.1,5.4,9.6,0,0,296,12.6,37.1,1023.5,
2024-11-15,8.3,5.7,10,0,0,260,10.5,28.8,1024.2,
2024-11-16,7.4,6.4,8.1,1.4,0,234,16.4,41.8,1015.6,
2024-11-17,6.1,3.2,8.4,2.4,0,251,18.8,59.4,1004.9,
2024-11-18,3.8,1,6.3,0,0,249,18.3,48.2,1005.2,
2024-11-19,1.1,0.2,2,9.9,0,27,11.4,30.2,994.9,
2024-11-20,1.6,0.4,2.8,2.5,0,262,11.3,31.7,994.7,
2024-11-21,1.3,-0.4,3.5,0.5,0,232,13.6,44.3,994.6,
2024-11-22,1.2,-2,3.8,2.8,0,251,13.7,48.6,996.8,
2024-11-23,2.3,-0.1,4.9,10.6,0,215,13.6,48.2,1014.1,
2024-11-24,10.3,3.3,15,0.3,0,200,19.6,53.3,1007.8,
2024-11-25,13.7,9,16.7,0.5,0,197,18.3,44.6,1005.6,
2024-11-26,7.6,4,10.4,4.9,0,232,12.8,38.2,1014.6,
2024-11-27,6.1,3.1,9.7,12.7,0,184,13.1,64.4,1015.4,
2024-11-28,5.6,4.4,6.8,1.6,0,297,24.6,64.8,1013.6,
2024-11-29,3.6,-0.5,6.2,0,0,218,5.5,24.8,1032.8,
2024-11-30,0.8,-1.3,5.4,0,0,163,10.5,28.4,1030.4,
2024-12-01,0.5,-2.1,5,0,0,166,9,23.4,1022.9,
2024-12-02,6.2,1.8,8.9,2.1,0,194,11.4,26.6,1013,
2024-12-03,6,3.7,7.3,1.4,0,242,8.5,33.5,1013.5,
2024-12-04,4.2,2.8,5.4,0.3,0,278,9.2,22,1021.8,
2024-12-05,2.9,0.9,4.5,8.3,0,186,15,45.4,1018.7,
2024-12-06,5.7,3,8.5,1.5,0,213,12.9,46.1,1001.1,
2024-12-07,4.5,3.9,6,5.4,0,169,13.4,41,1002.2,
2024-12-08,4.5,3.1,5.6,1.6,0,74,10.7,38.2,1011.1,
2024-12-09,4.9,4.4,5.4,2.5,0,,,,,
2024-12-10,4.4,3.4,4.9,0,0,,,,,
2024-12-11,2.5,1,3.5,0.6,0,,,,,
2024-12-12,1.8,1.2,2.9,0.2,0,,,,,
2024-12-13,0.4,-0.7,1.3,0,0,,,,,
2024-12-14,1.5,-1,4.6,0.7,0,238,12.7,36,1016.5,
2024-12-15,6.1,3.8,9.7,1.1,0,251,19.4,53.6,1018.8,
2024-12-16,9.8,8.9,10.9,1.2,0,264,27.3,64.4,1021.6,
2024-12-17,8.7,5.8,9.6,0,0,256,19.1,51.1,1024,
2024-12-18,9.2,5.2,11.9,2.5,0,211,18.8,56.9,1011.7,
2024-12-19,8.9,4,12.6,4.6,0,240,20.8,60.1,996.7,
2024-12-20,4.1,3.1,5.6,1.3,0,259,18,56.2,1011.2,
2024-12-21,5.9,4.1,7.7,5.6,0,220,18.3,46.8,1008.7,
2024-12-22,5.1,2.7,7.5,1.5,0,248,16.1,49,994.5,
2024-12-23,3.7,1.1,6.7,0.2,0,268,17.4,52.9,1005.4,
2024-12-24,2.6,-1.2,5.3,0,0,231,7.5,27,1024,
2024-12-25,6.6,4.7,8.3,0.6,0,217,7.5,25.2,1032.9,
2024-12-26,6.6,4.3,7.7,0.5,0,196,3.5,9.4,1037.3,
2024-12-27,2.9,0.3,4.4,0,0,160,4.2,17.6,1035.2,
2024-12-28,-0.6,-2.1,0.4,0,0,201,5.2,17.3,1030.3,
2024-12-29,0.6,-2.2,3.8,0,0,232,12.1,29.2,1026.6,
2024-12-30,4.7,3.8,5.5,0,0,238,20.1,45,1024.7,
2024-12-31,3.9,2.3,5.6,0.2,0,227,19.1,49.7,1022,
