Camera,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
Camera 2,2023-12-27T17:16:00+01:00,2023-12-27T17:16:00+01:00,event,animal,,Felis catus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:29:54Z,1.0,,
Camera 2,2024-01-01T21:30:08+01:00,2024-01-01T21:30:08+01:00,event,animal,,Felis,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:51:54Z,0.88,,
Camera 2,2024-01-05T00:10:42+01:00,2024-01-05T00:10:42+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:52:05Z,0.79,,
Camera 2,2024-01-09T02:24:28+01:00,2024-01-09T02:24:28+01:00,event,animal,,Martes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:55:05Z,0.77,,
Camera 2,2024-01-15T01:25:28+01:00,2024-01-15T01:25:28+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:52:20Z,0.77,,
Camera 2,2024-01-16T15:09:40+01:00,2024-01-16T15:09:40+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:53:00Z,0.84,,
Camera 2,2024-01-17T05:43:02+01:00,2024-01-17T05:43:02+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:53:30Z,0.86,,
Camera 2,2024-01-17T05:48:20+01:00,2024-01-17T05:48:20+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:48:45Z,0.87,,
Camera 2,2024-01-17T05:57:42+01:00,2024-01-17T05:58:24+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:53:29Z,0.81,,
Camera 2,2024-02-04T08:28:14+01:00,2024-02-04T08:28:14+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:55:10Z,0.83,,
Camera 2,2024-02-04T22:50:44+01:00,2024-02-04T22:50:44+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:54:11Z,0.86,,
Camera 2,2024-02-06T07:41:58+01:00,2024-02-06T07:41:58+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:56:20Z,0.85,,
Camera 2,2024-02-07T20:11:24+01:00,2024-02-07T20:11:24+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:55:55Z,0.79,,
Camera 2,2024-02-18T08:46:38+01:00,2024-02-18T08:46:38+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:31:04Z,1.0,,
Camera 2,2024-03-09T22:06:10+01:00,2024-03-09T22:06:10+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:56:19Z,0.87,,
Camera 2,2024-03-11T01:52:10+01:00,2024-03-11T01:52:10+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:56:53Z,0.86,,
Camera 2,2024-03-18T22:39:26+01:00,2024-03-18T22:39:26+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:31:13Z,1.0,,
Camera 2,2024-03-18T22:47:56+01:00,2024-03-18T23:00:18+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:56:47Z,0.92,,
Camera 2,2024-03-19T00:57:06+01:00,2024-03-19T01:05:52+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:55:23Z,0.92,,
Camera 2,2024-03-19T01:23:34+01:00,2024-03-19T01:27:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:56:58Z,0.93,,
Camera 2,2024-03-20T01:28:52+01:00,2024-03-20T01:28:52+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:57:17Z,0.95,,
Camera 2,2024-03-20T01:36:04+01:00,2024-03-20T01:38:50+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:31:25Z,1.0,,
Camera 2,2024-03-20T01:41:46+01:00,2024-03-20T01:41:46+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:57:39Z,0.85,,
Camera 2,2024-03-20T06:42:24+01:00,2024-03-20T06:42:24+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T20:15:06Z,1.0,,
Camera 2,2024-03-21T00:32:18+01:00,2024-03-21T00:36:40+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:58:04Z,0.84,,
Camera 2,2024-03-21T00:44:32+01:00,2024-03-21T00:44:32+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:58:16Z,0.87,,
Camera 2,2024-03-21T00:47:16+01:00,2024-03-21T00:47:16+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T20:15:24Z,1.0,,
Camera 2,2024-03-21T00:49:26+01:00,2024-03-21T00:49:52+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:41:17Z,0.84,,
Camera 2,2024-03-21T00:52:00+01:00,2024-03-21T00:52:40+01:00,event,animal,,Dama dama,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:58:35Z,0.82,,
Camera 2,2024-03-21T00:55:00+01:00,2024-03-21T00:59:04+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:58:46Z,0.83,,
Camera 2,2024-03-21T01:14:30+01:00,2024-03-21T01:15:36+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:58:56Z,0.78,,
Camera 2,2024-03-21T01:18:14+01:00,2024-03-21T01:18:44+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:57:51Z,0.79,,
Camera 2,2024-03-21T01:32:06+01:00,2024-03-21T01:33:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T20:15:36Z,1.0,,
Camera 2,2024-03-21T01:36:12+01:00,2024-03-21T01:36:12+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:55:38Z,0.85,,
Camera 2,2024-03-22T04:48:48+01:00,2024-03-22T04:48:48+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:57:13Z,0.87,,
Camera 2,2024-03-23T04:47:06+01:00,2024-03-23T04:47:06+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:35:44Z,1.0,,
Camera 2,2024-04-02T03:38:40+01:00,2024-04-02T03:38:40+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:59:52Z,0.7,,
Camera 2,2024-04-03T23:35:46+01:00,2024-04-03T23:35:46+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:59:00Z,0.72,,
Camera 2,2024-04-03T23:41:32+01:00,2024-04-03T23:41:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:48:58Z,0.77,,
Camera 2,2024-04-05T05:04:28+01:00,2024-04-05T05:04:28+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:00:40Z,0.79,,
Camera 2,2024-04-06T01:06:14+01:00,2024-04-06T01:06:14+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:35:57Z,1.0,,
Camera 2,2024-04-06T23:09:26+01:00,2024-04-06T23:09:26+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:36:08Z,1.0,,
Camera 2,2024-04-10T05:40:28+01:00,2024-04-10T05:40:28+01:00,event,animal,,Felis catus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:36:39Z,1.0,,links im schatten
Camera 2,2024-04-10T08:10:44+01:00,2024-04-10T08:10:44+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:01:24Z,0.89,,
Camera 2,2024-04-17T15:14:58+01:00,2024-04-17T15:14:58+01:00,event,animal,,Garrulus glandarius,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:40:35Z,1.0,,
Camera 2,2024-04-20T05:36:36+01:00,2024-04-20T05:36:36+01:00,event,animal,,Mustela,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:52:25Z,0.7,,
Camera 2,2024-04-22T06:03:24+01:00,2024-04-22T06:05:18+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:02:59Z,0.71,,
Camera 2,2024-04-27T23:33:04+01:00,2024-04-27T23:33:04+01:00,event,animal,,Felis catus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:41:28Z,1.0,,
Camera 2,2024-05-02T22:55:54+01:00,2024-05-02T22:58:42+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:04:18Z,0.91,,
Camera 2,2024-05-03T04:10:14+01:00,2024-05-03T04:10:14+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:04:29Z,0.77,,
Camera 2,2024-05-03T23:41:02+01:00,2024-05-03T23:41:02+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:05:18Z,0.85,,
Camera 2,2024-05-07T08:16:30+01:00,2024-05-07T08:18:02+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:05:28Z,0.83,,
Camera 2,2024-06-15T12:59:20+01:00,2024-06-15T12:59:20+01:00,event,animal,,Corvus brachyrhynchos,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:43:16Z,1.0,,
Camera 2,2024-06-16T08:48:38+01:00,2024-06-16T08:48:38+01:00,event,animal,,Turdus,2.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:12:38Z,0.83,,
Camera 2,2024-06-21T23:58:30+01:00,2024-06-21T23:58:58+01:00,event,animal,,Leporidae,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:44:13Z,1.0,,
Camera 2,2024-06-25T22:44:42+01:00,2024-06-25T22:44:42+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:13:00Z,0.89,,
Camera 2,2024-07-07T23:37:10+01:00,2024-07-07T23:38:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:14:27Z,0.88,,
Camera 2,2024-07-09T05:12:18+01:00,2024-07-09T05:12:18+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:14:38Z,0.83,,
Camera 2,2024-07-09T05:39:34+01:00,2024-07-09T05:39:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:11:34Z,0.91,,
Camera 2,2024-07-12T03:02:38+01:00,2024-07-12T03:02:38+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:59:41Z,0.78,,
Camera 2,2024-07-13T00:07:40+01:00,2024-07-13T00:07:40+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:44:23Z,1.0,,
Camera 2,2024-07-13T01:13:34+01:00,2024-07-13T01:13:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:08:48Z,0.87,,
Camera 2,2024-07-13T09:00:04+01:00,2024-07-13T09:01:18+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:15:20Z,0.91,,
Camera 2,2024-07-13T10:18:24+01:00,2024-07-13T10:18:24+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:15:32Z,0.93,,
Camera 2,2024-07-13T11:47:58+01:00,2024-07-13T11:48:26+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:15:48Z,0.92,,
Camera 2,2024-07-14T02:00:56+01:00,2024-07-14T02:00:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:44:33Z,1.0,,
Camera 2,2024-07-14T05:18:06+01:00,2024-07-14T05:18:06+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:09:54Z,0.73,,
Camera 2,2024-07-14T09:11:46+01:00,2024-07-14T09:11:46+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:45:05Z,1.0,,junge Rehe?
Camera 2,2024-07-17T01:51:04+01:00,2024-07-17T01:51:04+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:16:28Z,0.89,,
Camera 2,2024-07-17T09:07:14+01:00,2024-07-17T09:07:14+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:16:47Z,0.85,,
Camera 2,2024-07-17T21:51:08+01:00,2024-07-17T21:51:08+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:45:17Z,1.0,,
Camera 2,2024-07-18T21:12:52+01:00,2024-07-18T21:15:16+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:16:58Z,0.73,,
Camera 2,2024-07-18T21:17:24+01:00,2024-07-18T21:19:40+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:17:19Z,0.73,,
Camera 2,2024-07-18T21:22:10+01:00,2024-07-18T21:22:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:17:08Z,0.88,,
Camera 2,2024-07-18T23:33:30+01:00,2024-07-18T23:34:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:10:33Z,0.9,,
Camera 2,2024-07-19T02:43:34+01:00,2024-07-19T02:43:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:45:34Z,1.0,,
Camera 2,2024-07-20T03:35:26+01:00,2024-07-20T03:35:26+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:46:26Z,1.0,,
Camera 2,2024-07-20T18:56:26+01:00,2024-07-20T18:56:26+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:18:17Z,0.87,,
Camera 2,2024-07-20T23:05:36+01:00,2024-07-20T23:05:36+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:10:55Z,0.9,,
Camera 2,2024-07-20T23:19:16+01:00,2024-07-20T23:19:42+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:18:27Z,0.9,,
Camera 2,2024-07-21T01:39:28+01:00,2024-07-21T01:39:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:18:48Z,0.91,,
Camera 2,2024-07-21T02:15:24+01:00,2024-07-21T02:15:24+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:46:51Z,1.0,,
Camera 2,2024-07-21T02:28:36+01:00,2024-07-21T02:28:36+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:18:38Z,0.86,,
Camera 2,2024-07-21T18:01:18+01:00,2024-07-21T18:01:18+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:18:58Z,0.83,,
Camera 2,2024-07-21T18:03:48+01:00,2024-07-21T18:03:48+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:19:09Z,0.88,,
Camera 2,2024-07-21T18:09:58+01:00,2024-07-21T18:09:58+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:13:46Z,0.89,,
Camera 2,2024-07-22T16:16:52+01:00,2024-07-22T16:16:52+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:19:29Z,0.87,,
Camera 2,2024-07-22T19:19:00+01:00,2024-07-22T19:19:00+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:19:43Z,0.89,,
Camera 2,2024-07-22T20:04:46+01:00,2024-07-22T20:04:46+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:19:54Z,0.9,,
Camera 2,2024-07-22T21:06:26+01:00,2024-07-22T21:06:58+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:14:15Z,0.9,,
Camera 2,2024-07-23T15:53:16+01:00,2024-07-23T15:53:16+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:20:08Z,0.9,,
Camera 2,2024-07-23T16:02:48+01:00,2024-07-23T16:02:48+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:11:57Z,0.9,,
Camera 2,2024-07-23T16:06:58+01:00,2024-07-23T16:06:58+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:20:19Z,0.87,,
Camera 2,2024-07-23T16:09:22+01:00,2024-07-23T16:09:22+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:20:30Z,0.87,,
Camera 2,2024-07-23T19:11:40+01:00,2024-07-23T19:11:40+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:07:24Z,0.9,,
Camera 2,2024-07-23T19:15:16+01:00,2024-07-23T19:15:16+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:20:56Z,0.9,,
Camera 2,2024-07-23T19:20:28+01:00,2024-07-23T19:20:54+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:21:08Z,0.89,,
Camera 2,2024-07-24T13:54:10+01:00,2024-07-24T13:57:08+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:14:01Z,0.89,,
Camera 2,2024-07-24T13:59:56+01:00,2024-07-24T13:59:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:14:27Z,0.87,,
Camera 2,2024-07-24T15:30:56+01:00,2024-07-24T15:30:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:09:02Z,0.88,,
Camera 2,2024-07-24T15:39:54+01:00,2024-07-24T15:39:54+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:47:05Z,1.0,,
Camera 2,2024-07-24T17:45:52+01:00,2024-07-24T17:45:52+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:47:19Z,1.0,,
Camera 2,2024-07-24T19:09:00+01:00,2024-07-24T19:09:00+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:12:47Z,0.89,,
Camera 2,2024-07-24T19:11:12+01:00,2024-07-24T19:11:12+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:21:18Z,0.9,,
Camera 2,2024-07-24T19:14:04+01:00,2024-07-24T19:14:04+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:21:34Z,0.88,,
Camera 2,2024-07-24T21:58:16+01:00,2024-07-24T21:58:16+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:47:51Z,1.0,,
Camera 2,2024-07-26T17:54:14+01:00,2024-07-26T17:54:50+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:22:09Z,0.9,,
Camera 2,2024-07-26T18:05:26+01:00,2024-07-26T18:05:26+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:09:13Z,0.83,,
Camera 2,2024-07-26T23:44:02+01:00,2024-07-26T23:44:02+01:00,event,animal,,Felis catus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:48:39Z,1.0,,
Camera 2,2024-07-27T22:09:44+01:00,2024-07-27T22:09:44+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:22:48Z,0.91,,
Camera 2,2024-07-28T22:55:10+01:00,2024-07-28T22:55:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:23:18Z,0.88,,
Camera 2,2024-07-28T22:59:56+01:00,2024-07-28T22:59:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:23:29Z,0.9,,
Camera 2,2024-07-28T23:03:34+01:00,2024-07-28T23:03:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:23:41Z,0.86,,
Camera 2,2024-07-28T23:08:46+01:00,2024-07-28T23:08:46+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:00:20Z,0.9,,
Camera 2,2024-07-29T22:19:10+01:00,2024-07-29T22:19:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:24:08Z,0.88,,
Camera 2,2024-07-29T22:54:10+01:00,2024-07-29T22:54:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:23:52Z,0.88,,
Camera 2,2024-08-02T03:12:34+01:00,2024-08-02T03:12:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:24:25Z,0.87,,
Camera 2,2024-08-02T16:19:30+01:00,2024-08-02T16:19:30+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:14:39Z,0.89,,
Camera 2,2024-08-03T17:58:48+01:00,2024-08-03T17:58:48+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:12:26Z,0.89,,
Camera 2,2024-08-05T23:11:02+01:00,2024-08-05T23:11:38+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:16:23Z,0.86,,
Camera 2,2024-08-08T23:39:30+01:00,2024-08-08T23:39:30+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:49:33Z,1.0,,
Camera 2,2024-08-08T23:48:40+01:00,2024-08-08T23:48:40+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:25:33Z,0.9,,
Camera 2,2024-08-09T01:44:14+01:00,2024-08-09T01:44:14+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:25:18Z,0.86,,
Camera 2,2024-08-11T20:04:02+01:00,2024-08-11T20:04:02+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:25:44Z,0.81,,
Camera 2,2024-08-15T04:29:56+01:00,2024-08-15T04:29:56+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:52:42Z,1.0,,
Camera 2,2024-08-16T06:51:42+01:00,2024-08-16T06:51:42+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:53:04Z,1.0,,
Camera 2,2024-09-14T00:01:48+01:00,2024-09-14T00:01:48+01:00,event,animal,,Cervus elaphus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:27:22Z,0.72,,
Camera 2,2024-09-27T02:35:22+01:00,2024-09-27T02:35:22+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:53:42Z,1.0,,
Camera 2,2024-09-28T08:04:32+01:00,2024-09-28T08:04:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:54:00Z,1.0,,
Camera 2,2024-09-28T08:06:48+01:00,2024-09-28T08:06:48+01:00,event,animal,,Felis,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T02:19:46Z,0.71,,
Camera 2,2024-10-01T23:20:42+01:00,2024-10-01T23:20:42+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:28:06Z,0.82,,
Camera 2,2024-10-02T21:10:36+01:00,2024-10-02T21:10:36+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:55:27Z,1.0,,
Camera 2,2024-10-29T03:26:52+01:00,2024-10-29T03:26:52+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:56:17Z,1.0,,
