Camera,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
Camera 3,2024-05-08T19:14:12+01:00,2024-05-08T19:14:12+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T11:45:47Z,1.0,,
Camera 3,2022-02-05T04:56:15+01:00,2022-02-05T04:56:15+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T11:58:38Z,1.0,,
Camera 3,2022-02-15T21:51:14+01:00,2022-02-15T21:51:14+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T11:59:19Z,1.0,,
Camera 3,2022-03-30T07:13:23+01:00,2022-03-30T07:13:23+01:00,event,animal,,Turdus merula,3.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T12:21:17Z,1.0,,
Camera 3,2022-04-06T00:38:51+01:00,2022-04-06T00:38:51+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T12:21:45Z,1.0,,
Camera 3,2022-04-25T05:12:24+01:00,2022-04-25T05:13:50+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T12:22:01Z,1.0,,
Camera 3,2022-05-05T00:01:03+01:00,2022-05-05T00:01:03+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T12:23:54Z,1.0,,
Camera 3,2022-05-05T23:33:27+01:00,2022-05-05T23:33:27+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T12:24:23Z,1.0,,
Camera 3,2023-07-02T13:23:06+01:00,2023-07-02T13:23:58+01:00,event,animal,,Canis lupus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-02-25T12:33:37Z,1.0,,
Camera 2,2022-12-04T00:29:08+01:00,2022-12-04T00:29:08+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Max Philipp Dannnenbaum,2025-01-05T11:53:34Z,1.0,,
Camera 2,2022-12-04T00:29:08+01:00,2022-12-04T00:29:08+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:53:34Z,1.0,,
Camera 2,2022-12-04T07:25:46+01:00,2022-12-04T07:25:46+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-03T12:29:47Z,1.0,,
Camera 2,2022-12-05T01:49:20+01:00,2022-12-05T01:49:20+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-03T12:30:11Z,1.0,,
Camera 2,2022-12-10T01:06:48+01:00,2022-12-10T01:06:48+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:10:51Z,0.87,,
Camera 2,2022-12-18T22:24:02+01:00,2022-12-18T22:24:02+01:00,event,animal,,Oryctolagus cuniculus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:11:13Z,0.77,,
Camera 2,2022-12-26T03:03:14+01:00,2022-12-26T03:03:14+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:09:30Z,0.91,,
Camera 2,2022-12-26T04:57:54+01:00,2022-12-26T04:57:54+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:54:14Z,1.0,,
Camera 2,2022-12-30T02:12:16+01:00,2022-12-30T02:12:16+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:11:49Z,0.8,,
Camera 2,2022-12-30T02:45:44+01:00,2022-12-30T02:45:44+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:54:34Z,1.0,,
Camera 2,2023-01-03T00:11:22+01:00,2023-01-03T00:11:22+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:54:51Z,1.0,,
Camera 2,2023-01-04T01:26:02+01:00,2023-01-04T01:26:02+01:00,event,animal,,Oryctolagus cuniculus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:12:21Z,0.77,,
Camera 2,2023-01-04T01:42:34+01:00,2023-01-04T01:42:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:12:31Z,0.72,,
Camera 2,2023-01-06T06:01:28+01:00,2023-01-06T06:02:16+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:12:45Z,0.85,,
Camera 2,2023-01-08T06:39:28+01:00,2023-01-08T06:39:28+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T19:26:35Z,1.0,,
Camera 2,2023-01-08T06:49:28+01:00,2023-01-08T06:49:28+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:55:30Z,1.0,,
Camera 2,2023-01-08T08:06:32+01:00,2023-01-08T08:06:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:13:28Z,0.88,,
Camera 2,2023-01-08T08:09:34+01:00,2023-01-08T08:09:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:13:18Z,0.74,,
Camera 2,2023-01-10T01:49:08+01:00,2023-01-10T01:49:08+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:55:34Z,1.0,,
Camera 2,2023-01-10T04:38:22+01:00,2023-01-10T04:38:22+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:13:38Z,0.88,,
Camera 2,2023-01-10T07:38:46+01:00,2023-01-10T07:38:46+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:55:41Z,1.0,,
Camera 2,2023-01-10T19:46:42+01:00,2023-01-10T19:46:42+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:55:58Z,1.0,,
Camera 2,2023-01-10T19:51:04+01:00,2023-01-10T19:51:04+01:00,event,animal,,Ovis ammon,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:32:42Z,0.78,,
Camera 2,2023-01-13T19:53:42+01:00,2023-01-13T19:53:42+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:56:09Z,1.0,,
Camera 2,2023-01-16T07:05:14+01:00,2023-01-16T07:05:48+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:14:23Z,0.84,,
Camera 2,2023-01-17T06:59:32+01:00,2023-01-17T06:59:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:30:05Z,0.9,,
Camera 2,2023-01-18T02:13:48+01:00,2023-01-18T02:13:48+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:57:40Z,1.0,,
Camera 2,2023-01-19T02:32:48+01:00,2023-01-19T02:32:48+01:00,event,animal,,Dama dama,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:30:41Z,0.77,,
Camera 2,2023-01-23T05:09:34+01:00,2023-01-23T05:09:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:57:48Z,1.0,,
Camera 2,2023-01-23T06:56:00+01:00,2023-01-23T06:57:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:15:23Z,0.88,,
Camera 2,2023-01-23T06:56:00+01:00,2023-01-23T06:57:10+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:15:26Z,0.87,,
Camera 2,2023-01-23T07:17:28+01:00,2023-01-23T07:17:28+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:57:55Z,1.0,,
Camera 2,2023-01-23T07:20:32+01:00,2023-01-23T07:20:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T11:58:03Z,1.0,,
Camera 2,2023-01-28T05:05:40+01:00,2023-01-28T05:05:40+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:36:04Z,0.87,,
Camera 2,2023-01-28T05:20:02+01:00,2023-01-28T05:37:54+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:50:08Z,1.0,,
Camera 2,2023-02-03T00:03:04+01:00,2023-02-03T00:03:04+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:16:57Z,0.7,,
Camera 2,2023-02-04T05:40:00+01:00,2023-02-04T05:40:00+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:50:59Z,1.0,,
Camera 2,2023-02-09T22:24:30+01:00,2023-02-09T22:24:30+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:51:13Z,1.0,,
Camera 2,2023-02-09T23:54:10+01:00,2023-02-09T23:54:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:52:57Z,1.0,,
Camera 2,2023-02-10T03:40:50+01:00,2023-02-10T03:40:50+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:55:35Z,1.0,,
Camera 2,2023-02-10T03:40:50+01:00,2023-02-10T03:40:50+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:55:35Z,1.0,,
Camera 2,2023-02-10T03:55:46+01:00,2023-02-10T03:55:46+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:56:11Z,1.0,,
Camera 2,2023-02-17T07:51:58+01:00,2023-02-17T07:51:58+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:57:37Z,1.0,,
Camera 2,2023-02-18T08:22:02+01:00,2023-02-18T08:22:02+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:58:10Z,1.0,,
Camera 2,2023-02-23T19:56:32+01:00,2023-02-23T19:56:32+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:18:02Z,0.73,,
Camera 2,2023-02-24T02:37:44+01:00,2023-02-24T02:37:44+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T20:14:19Z,1.0,,
Camera 2,2023-02-24T04:55:58+01:00,2023-02-24T04:55:58+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:58:33Z,1.0,,
Camera 2,2023-02-25T04:07:00+01:00,2023-02-25T04:07:00+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:59:11Z,1.0,,
Camera 2,2023-02-26T05:45:34+01:00,2023-02-26T05:46:26+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:18:30Z,0.72,,
Camera 2,2023-03-04T03:03:06+01:00,2023-03-04T03:03:54+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:18:41Z,0.7,,
Camera 2,2023-03-05T05:49:10+01:00,2023-03-05T05:49:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:59:23Z,1.0,,
Camera 2,2023-03-07T06:16:36+01:00,2023-03-07T06:16:36+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:31:59Z,0.87,,
Camera 2,2023-03-08T00:34:04+01:00,2023-03-08T00:34:04+01:00,event,animal,,Dama dama,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:19:09Z,0.7,,
Camera 2,2023-03-08T07:46:18+01:00,2023-03-08T07:46:18+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T13:59:57Z,1.0,,
Camera 2,2023-03-11T02:01:00+01:00,2023-03-11T02:01:00+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:00:18Z,1.0,,
Camera 2,2023-03-15T04:07:04+01:00,2023-03-15T04:07:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:00:34Z,1.0,,
Camera 2,2023-03-15T05:49:38+01:00,2023-03-15T05:49:38+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:38:14Z,0.8,,
Camera 2,2023-03-15T07:36:30+01:00,2023-03-15T07:37:08+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:20:04Z,0.88,,
Camera 2,2023-03-20T20:42:04+01:00,2023-03-20T20:42:04+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:19:52Z,0.82,,
Camera 2,2023-03-21T01:34:36+01:00,2023-03-21T01:35:20+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:20:17Z,0.91,,
Camera 2,2023-03-21T01:38:30+01:00,2023-03-21T01:40:14+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:20:28Z,0.91,,
Camera 2,2023-03-21T21:16:38+01:00,2023-03-21T21:16:38+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:01:17Z,1.0,,
Camera 2,2023-03-22T22:55:36+01:00,2023-03-22T22:55:36+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:20:58Z,0.77,,
Camera 2,2023-03-24T05:31:22+01:00,2023-03-24T05:31:22+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:20:48Z,0.84,,
Camera 2,2023-03-25T05:49:56+01:00,2023-03-25T05:49:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:01:28Z,1.0,,
Camera 2,2023-03-25T05:56:28+01:00,2023-03-25T05:56:28+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:01:44Z,1.0,,
Camera 2,2023-04-03T02:33:50+01:00,2023-04-03T02:33:50+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:02:20Z,1.0,,
Camera 2,2023-04-08T04:35:02+01:00,2023-04-08T04:35:02+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:02:34Z,1.0,,
Camera 2,2023-04-13T01:26:10+01:00,2023-04-13T01:26:10+01:00,event,animal,,Capreolus capreolus,2.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:05:16Z,1.0,,
Camera 2,2023-04-15T02:45:00+01:00,2023-04-15T02:45:00+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:06:23Z,1.0,,
Camera 2,2023-04-16T01:16:02+01:00,2023-04-16T01:16:02+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:22:53Z,0.75,,
Camera 2,2023-04-16T04:07:04+01:00,2023-04-16T04:07:04+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:06:51Z,1.0,,
Camera 2,2023-04-17T01:13:34+01:00,2023-04-17T01:13:34+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:08:17Z,1.0,,
Camera 2,2023-04-17T01:51:04+01:00,2023-04-17T01:52:50+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:23:10Z,0.76,,
Camera 2,2023-04-17T03:20:56+01:00,2023-04-17T03:22:26+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:34:41Z,0.91,,
Camera 2,2023-04-17T04:45:14+01:00,2023-04-17T04:45:14+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:09:09Z,1.0,,
Camera 2,2023-04-17T06:29:32+01:00,2023-04-17T06:30:30+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:09:23Z,1.0,,
Camera 2,2023-04-19T02:17:56+01:00,2023-04-19T02:17:56+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:09:35Z,1.0,,
Camera 2,2023-04-19T04:41:00+01:00,2023-04-19T04:41:00+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:09:48Z,1.0,,
Camera 2,2023-04-21T06:42:02+01:00,2023-04-21T06:43:18+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:10:49Z,1.0,,
Camera 2,2023-04-21T15:55:06+01:00,2023-04-21T15:55:06+01:00,event,animal,,Dama dama,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:24:49Z,0.71,,
Camera 2,2023-05-02T22:32:30+01:00,2023-05-02T22:32:30+01:00,event,animal,,Leporidae,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:13:30Z,1.0,,
Camera 2,2023-05-04T00:08:10+01:00,2023-05-04T00:08:10+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:13:55Z,1.0,,
Camera 2,2023-06-06T16:30:38+01:00,2023-06-06T16:30:38+01:00,event,animal,,Ovis aries,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:29:37Z,0.74,,
Camera 2,2023-06-11T00:31:42+01:00,2023-06-11T00:31:42+01:00,event,animal,,Felis catus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:15:19Z,1.0,,
Camera 2,2023-06-16T02:06:10+01:00,2023-06-16T02:06:10+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:36:57Z,0.88,,
Camera 2,2023-06-18T23:25:16+01:00,2023-06-18T23:25:16+01:00,event,animal,,Corvus corax,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:18:15Z,1.0,,
Camera 2,2023-06-20T22:56:28+01:00,2023-06-20T22:56:28+01:00,event,animal,,Turdus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:45:04Z,0.85,,
Camera 2,2023-06-21T17:14:38+01:00,2023-06-21T17:14:38+01:00,event,animal,,Canis lupus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:35:59Z,0.7,,
Camera 2,2023-06-26T03:01:14+01:00,2023-06-26T03:01:42+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:46:38Z,0.84,,
Camera 2,2023-07-01T03:20:34+01:00,2023-07-01T03:20:34+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:37:03Z,0.79,,
Camera 2,2023-07-03T01:20:58+01:00,2023-07-03T01:20:58+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:37:28Z,0.91,,
Camera 2,2023-07-03T02:05:48+01:00,2023-07-03T02:05:48+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:37:38Z,0.79,,
Camera 2,2023-07-03T02:18:08+01:00,2023-07-03T02:18:08+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:37:48Z,0.92,,
Camera 2,2023-07-06T05:10:32+01:00,2023-07-06T05:10:32+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:19:54Z,1.0,,
Camera 2,2023-07-08T10:49:36+01:00,2023-07-08T10:49:36+01:00,event,animal,,Pica pica,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:21:37Z,1.0,,
Camera 2,2023-07-11T01:17:30+01:00,2023-07-11T01:17:30+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:39:14Z,0.88,,
Camera 2,2023-07-11T02:00:36+01:00,2023-07-11T02:00:36+01:00,event,animal,,Meles meles,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:39:48Z,0.88,,
Camera 2,2023-07-17T23:10:02+01:00,2023-07-17T23:10:02+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:24:35Z,1.0,,
Camera 2,2023-07-22T11:11:06+01:00,2023-07-22T11:12:16+01:00,event,animal,,Leporidae,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:25:04Z,1.0,,
Camera 2,2023-07-22T11:11:06+01:00,2023-07-22T11:12:16+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Max Philipp Dannnenbaum,2025-01-05T14:25:04Z,1.0,,
Camera 2,2023-07-22T12:35:00+01:00,2023-07-22T12:35:58+01:00,event,animal,,Leporidae,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:25:46Z,1.0,,
Camera 2,2023-07-24T04:39:10+01:00,2023-07-24T04:39:36+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:41:56Z,0.89,,
Camera 2,2023-07-25T04:41:10+01:00,2023-07-25T04:46:16+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:42:18Z,0.75,,
Camera 2,2023-07-28T06:20:44+01:00,2023-07-28T06:21:12+01:00,event,animal,,Lepus europaeus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:51:02Z,0.81,,
Camera 2,2023-07-31T04:57:44+01:00,2023-07-31T04:57:44+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:25:55Z,1.0,,
Camera 2,2023-07-31T05:53:36+01:00,2023-07-31T05:53:36+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:26:19Z,1.0,,
Camera 2,2023-08-01T02:05:26+01:00,2023-08-01T02:05:26+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:26:35Z,1.0,,
Camera 2,2023-08-01T07:44:06+01:00,2023-08-01T07:44:06+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:43:52Z,0.87,,
Camera 2,2023-08-04T23:00:20+01:00,2023-08-04T23:00:20+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:27:04Z,1.0,,
Camera 2,2023-08-06T10:41:26+01:00,2023-08-06T10:41:26+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:27:54Z,1.0,,
Camera 2,2023-08-08T05:21:38+01:00,2023-08-08T05:21:38+01:00,event,animal,,Mustela,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:44:48Z,0.76,,
Camera 2,2023-08-19T16:04:18+01:00,2023-08-19T16:04:18+01:00,event,animal,,Canis lupus familiaris,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:46:06Z,0.84,,
Camera 2,2023-09-16T18:51:32+01:00,2023-09-16T18:51:32+01:00,event,animal,,Canis lupus familiaris,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:47:05Z,0.88,,
Camera 2,2023-11-29T22:04:16+01:00,2023-11-29T22:04:16+01:00,event,animal,,Felis catus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:28:30Z,1.0,,
Camera 2,2023-11-30T20:39:56+01:00,2023-11-30T20:39:56+01:00,event,animal,,Felis,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:49:40Z,0.91,,
Camera 2,2023-12-01T04:08:00+01:00,2023-12-01T04:08:00+01:00,event,animal,,Felis,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T01:41:01Z,0.88,,
Camera 2,2023-12-03T21:41:00+01:00,2023-12-03T21:41:00+01:00,event,animal,,Vulpes vulpes,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:29:09Z,1.0,,
Camera 2,2023-12-16T05:44:12+01:00,2023-12-16T05:46:04+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:50:22Z,0.91,,
Camera 2,2023-12-16T06:04:24+01:00,2023-12-16T06:04:24+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:50:37Z,0.86,,
Camera 2,2023-12-17T06:18:30+01:00,2023-12-17T06:18:30+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,machine,Western Europe v3,2024-12-21T00:50:52Z,0.87,,
Camera 2,2023-12-21T04:40:16+01:00,2023-12-21T04:40:16+01:00,event,animal,,Capreolus capreolus,1.0,,,,,,,,,,,,human,Max Philipp Dannnenbaum,2025-01-05T14:29:31Z,1.0,,
