date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-08-16,21.9,17.7,28.9,0.6,,224,7.2,32,1007.5,
2022-08-17,22.4,16.4,30.6,12.4,,114,5.9,31.7,1011,
2022-08-18,20.8,16.5,27.1,0.3,,267,8.8,31.3,1011,
2022-08-19,18.6,16,23,1.7,,304,9.6,31,1012,
2022-08-20,19,12.8,24.2,0,,303,8.3,34.6,1014.7,
2022-08-21,18.3,10.8,27,0,,248,6.1,25.9,1015.8,
2022-08-22,20.3,14,27.4,0,,69,6.5,24.8,1016.4,
2022-08-23,21.1,14.6,28.7,0,,126,9.4,31,1017.9,
2022-08-24,21.6,14.6,29.1,0,,115,9.2,27.7,1020.2,
2022-08-25,21.3,16,28.7,0,,97,8.9,28.4,1018.9,
2022-08-26,22,17.8,29.5,5.4,,85,7.7,41.8,1013.5,
2022-08-27,18.3,12.5,22.2,0,,316,10.4,29.2,1013.9,
2022-08-28,16.2,11.1,23.1,0,,297,11.7,38.5,1017.2,
2022-08-29,17.4,12.7,23.8,0,,314,9.8,28.8,1020,
2022-08-30,16.6,10.4,23.2,0,,27,7.7,31.3,1022.7,
2022-08-31,15.5,7.6,23.4,0,,63,8.4,28.1,1024.2,
2022-09-01,15.8,8.9,23,0,,68,8,31,1023.7,
2022-09-02,16.1,9.8,24,0,,103,10.3,33.1,1020.3,
2022-09-03,16.9,10.5,23.5,0,,106,13,43.9,1017.6,
2022-09-04,18.1,11.2,25.7,0,,104,11.2,34.6,1020.7,
2022-09-05,19.4,14.2,26,0,,106,13.9,37.4,1023.1,
2022-09-06,16.6,14.1,19.8,0,,109,12.9,33.8,1019.4,
2022-09-07,17.1,13.4,23.2,1.6,,122,7.7,26.3,1013.5,
2022-09-08,14.3,13.1,16,14.8,,127,6.3,23.8,1009.2,
2022-09-09,15.3,11.8,21.2,19.2,,172,7,38.2,1009.5,
2022-09-10,15.4,12.9,18.8,0.4,,227,4.3,16.6,1011.8,
2022-09-11,15.9,11.4,22.4,0,,344,7.3,24.5,1017.1,
2022-09-12,15.8,9.2,22.1,3.4,,167,5.2,20.2,1016.3,
2022-09-13,15.8,11.3,21.8,0.2,,249,11.2,34.6,1008.5,
2022-09-14,14.1,10.3,19.6,0.1,,268,8,34.2,1005.7,
2022-09-15,13.4,10.3,19.1,2.8,,267,11.9,38.5,1003.9,
2022-09-16,11.6,9.5,16.7,11.5,,255,17.2,51.8,1003.8,
2022-09-17,11.1,8.7,14.9,3.5,,275,14.9,52.2,1004.8,
2022-09-18,9.6,7.7,13.8,4.8,,272,15,66.2,1007.1,
2022-09-19,10.5,6.6,17.7,5.5,,290,9.9,43.2,1013.2,
2022-09-20,10,5.8,17.3,0,,285,6.9,28.4,1020.6,
2022-09-21,10.4,4.8,17.9,0,,293,3.7,20.2,1026.1,
2022-09-22,10.8,5.1,18.1,0,,158,5.1,21.2,1024.3,
2022-09-23,12.6,7.8,19.1,0.8,,167,7,24.1,1017.5,
2022-09-24,12.1,10.7,13.8,5.2,,150,3.9,13.7,1013.2,
2022-09-25,11.4,6.7,14.7,0.3,,283,5.9,24.1,1012.1,
2022-09-26,10.5,6.9,13.8,5.1,,197,13,37.8,1002.2,
2022-09-27,10,7.6,13,3.2,,218,10.4,33.8,993.6,
2022-09-28,8.2,5.2,13.3,0,,205,4.5,18.7,996.6,
2022-09-29,8.5,3.8,13.5,1.5,,200,5.9,24.5,1002.2,
2022-09-30,10.3,6.3,16.8,0.8,,189,7.7,28.4,1008.9,
2022-10-01,10.7,7.7,16.1,5.3,0,211,15.4,53.6,1004.4,
2022-10-02,11.7,9.3,16.7,1.3,0,266,15.1,46.1,1013.3,
2022-10-03,12.1,8.4,16.8,0,0,297,13.9,40.3,1022.6,
2022-10-04,12.6,9.1,18.5,0,0,217,7.5,26.6,1020.9,
2022-10-05,14.2,10.5,17.9,0,0,211,13.4,40,1015.4,
2022-10-06,13.5,8.1,17.7,0,0,250,17.5,57.6,1023.5,
2022-10-07,11,5.7,17,0,0,201,9.7,38.2,1022.9,
2022-10-08,10.7,6.6,16,2,0,244,13.7,49.7,1017.1,
2022-10-09,9.6,5.5,16.2,0,0,182,6.6,23.8,1024.2,
2022-10-10,10.5,5.1,17.6,0.7,0,196,12.4,38.9,1016.4,
2022-10-11,10.2,5.6,15.9,0,0,251,8.5,28.4,1024.4,
2022-10-12,10.7,6.7,16.1,0,0,160,6.4,26.3,1024.7,
2022-10-13,11.2,5.9,16.6,0.1,0,181,7.5,23.8,1018,
2022-10-14,13.3,11.7,16.8,0,0,184,6.6,22.7,1012.8,
2022-10-15,14.5,10.8,17.9,0,0,202,9.1,31,1006.8,
2022-10-16,13.7,10.6,19,0.2,0,213,11,38.5,1014.2,
2022-10-17,15.9,11.8,20.9,0.2,0,190,8.8,25.6,1020.3,
2022-10-18,13.6,10.3,18.1,0,0,271,10.7,36,1025.5,
2022-10-19,10.2,4.3,14.6,0,0,12,9,34.9,1027.8,
2022-10-20,8.2,2.6,13.7,1.3,0,129,14.7,41.4,1019.9,
2022-10-21,12.2,7.8,15.8,8,0,173,9.5,31.3,1010,
2022-10-22,14.5,11.2,19.6,0.2,0,220,8.2,29.9,1012,
2022-10-23,12.8,8.9,16.9,2.9,0,158,9.3,29.9,1013.4,
2022-10-24,14.5,12,19.3,0.8,0,203,14.1,47.2,1007.3,
2022-10-25,12.9,8.3,16.7,2.1,0,230,10.6,36.7,1013.4,
2022-10-26,11.7,7.2,17.9,0.1,0,170,6.7,23,1017.5,
2022-10-27,14.5,11,19.5,0,0,177,8.6,29.5,1022.6,
2022-10-28,16.9,12.6,22.7,0,0,197,9.2,29.5,1018.5,
2022-10-29,14.9,12,19.2,0,0,210,5.8,31.3,1020,
2022-10-30,15.2,11.3,21.3,0,0,188,6,18.7,1017.4,
2022-10-31,12.4,11,14.8,0,0,188,5.9,21.6,1019.6,
2022-11-01,13.1,8.6,18,0,0,190,13.3,45,1014.3,
2022-11-02,10.3,5.7,14,2.4,0,210,14.5,55.1,1017.4,
2022-11-03,9.2,5.4,14.1,2.4,0,160,14.2,37.1,1011.2,
2022-11-04,9.2,5,12.2,0,0,229,11.7,34.6,1005,
2022-11-05,7.4,3.9,11.8,0,0,234,9.5,32,1015,
2022-11-06,9.3,7,13.1,0.3,0,186,15,40.7,1012.1,
2022-11-07,11.6,8.6,13.8,0,0,213,16.8,45,1009.2,
2022-11-08,13,9.7,15.5,0,0,189,14.5,41,1009.1,
2022-11-09,13.1,11,16,0.1,0,209,13.4,37.8,1008.2,
2022-11-10,11.3,8.5,13.5,0,0,240,14.9,40.3,1020.7,
2022-11-11,10.2,5.5,14.1,0,0,232,11.4,34.9,1029.1,
2022-11-12,6.1,2.4,11.3,0,0,168,4.7,15.8,1032.2,
2022-11-13,6.4,3.9,8.7,0,0,120,9.5,27,1027.5,
2022-11-14,6.7,4.9,9.9,0,0,128,11.8,29.5,1017.2,
2022-11-15,8.3,4.6,12.2,0,0,143,10.2,25.9,1009.9,
2022-11-16,6.1,4.5,7.9,5.9,0,112,16.9,44.6,1004.9,
2022-11-17,3.4,1.7,4.5,12.7,0,113,23.5,54,1000.6,
2022-11-18,-0.7,-4.8,1.8,0.3,0,96,13.8,38.9,1007.4,
2022-11-19,-1.8,-6.3,3.4,0,0,313,5,20.5,1014.7,
2022-11-20,-0.1,-3.1,3.6,0,0,249,6.1,23.8,1009.7,
2022-11-21,-1.9,-3.3,2,0,0,187,6.2,23.4,1003.8,
2022-11-22,0.2,-1.5,1.8,0.7,0,135,13.8,35.3,999,
2022-11-23,4,1.4,8,1.4,0,150,12.5,28.1,1001.5,
2022-11-24,5.4,2.9,8.7,0,0,174,6.9,26.3,1009.1,
2022-11-25,5.4,2.5,8,1.9,0,171,7.6,23,1015.8,
2022-11-26,6.2,4.6,7.9,0.3,0,226,7.2,20.9,1027.1,
2022-11-27,4,1.4,5.9,0,0,165,11.5,31,1023.9,
2022-11-28,4.2,3.3,5,0.2,0,134,14.8,38.9,1014.4,
2022-11-29,3.7,2.1,4.7,0,0,108,7.3,18.4,1018.6,
2022-11-30,3.6,3,3.9,0,0,88,6.8,18,1025,
2022-12-01,1.4,-0.2,3,0.8,0,86,5.3,13.7,1029,
2022-12-02,0.8,-0.2,1.7,0,0,66,8.8,23.4,1027.9,
2022-12-03,-0.8,-1.7,0.4,0,0,81,8.8,23.8,1024.9,
2022-12-04,0.6,-1.2,2.3,0,0,63,11.9,27.7,1021.7,
2022-12-05,1.3,0.1,2.6,8,0,42,7.9,27.7,1018.9,
2022-12-06,1.6,-0.3,3.7,1,0,281,7.1,23.8,1016.2,
2022-12-07,1.8,-0.5,3.6,1.2,0,259,10.8,32.4,1010.9,
2022-12-08,1.2,-1.5,3.4,1.7,0,225,8.9,33.8,1005.9,
2022-12-09,-0.8,-2.4,0.8,0,0,182,7.2,23.8,1007.8,
2022-12-10,-1.8,-2.4,-1.4,0,0,106,4,16.9,1011,
2022-12-11,-2.9,-6,-1.2,0.1,0,95,2.6,11.2,1012,
2022-12-12,-4,-8,-0.6,0,0,285,3.5,13.3,1013,
2022-12-13,-5.7,-9,-1.2,0,0,184,5.5,16.9,1012.1,
2022-12-14,-7,-9.9,-1.5,0,0,160,6.6,17.3,1005.3,
2022-12-15,-5.1,-10.4,0.7,0,0,185,7.2,22,1006.7,
2022-12-16,-4.2,-7.1,-2.4,0,0,59,3,10.8,1015.5,
2022-12-17,-3.6,-6.3,0.2,0,0,171,5.9,19.1,1026,
2022-12-18,-5.8,-9.1,-3.1,0,0,156,11,36.4,1030,
2022-12-19,1.8,-3.2,6.6,4.9,0,177,15.8,36.7,1019.3,
2022-12-20,8.3,6,10,2,0,203,14.3,35.3,1012.5,
2022-12-21,7,5,8.1,0.1,0,206,6.9,19.1,1009.1,
2022-12-22,6.4,4.8,8.4,1.9,0,214,8.7,25.6,1004,
2022-12-23,5.3,4.5,6.5,9.3,0,177,5.2,20.5,1003.9,
2022-12-24,5.8,3.4,8.8,4.4,0,206,9.1,36,1008.8,
2022-12-25,5.3,2.4,7,8.8,0,163,9.5,25.9,1013.8,
2022-12-26,6.7,2.8,9.5,0.3,0,247,14.2,58,1010.3,
2022-12-27,3.9,2.3,5.9,0.4,0,238,16.4,42.8,1019.7,
2022-12-28,6.5,3.9,8.6,5,0,208,18.4,44.3,1010.3,
2022-12-29,8.8,5.5,10.9,3.2,0,219,19.4,52.6,1001.9,
2022-12-30,7,4.8,10.7,3.8,0,200,18.7,55.1,1007.1,
